form	lemma	POS	morph
chante	chanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ces	ce	DETdem	NOMB.=p|GENRE=m
vers	vers	NOMcom	NOMB.=p|GENRE=m
hendecasyllabes	hendécasyllabe	ADJqua	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
Auratus	@latin	OUT	MORPH=empty
meus	@latin	OUT	MORPH=empty
ille	@latin	OUT	MORPH=empty
quem	@latin	OUT	MORPH=empty
videtis	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Macro	@latin	OUT	MORPH=empty
corpore	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
languido	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
pusillo	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Jejuna	@latin	OUT	MORPH=empty
macie	@latin	OUT	MORPH=empty
et	@latin	OUT	MORPH=empty
cadaverosa	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Sed	@latin	OUT	MORPH=empty
cœlesti	@latin	OUT	MORPH=empty
animo	@latin	OUT	MORPH=empty
integraque	@latin	OUT	MORPH=empty
mente	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Tantò	@latin	OUT	MORPH=empty
præ	@latin	OUT	MORPH=empty
reliquis	@latin	OUT	MORPH=empty
Poetis	@latin	OUT	MORPH=empty
major	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Quantò	@latin	OUT	MORPH=empty
corpore	@latin	OUT	MORPH=empty
nactus	@latin	OUT	MORPH=empty
est	@latin	OUT	MORPH=empty
minori	@latin	OUT	MORPH=empty
:	:	PONfbl	MORPH=empty
Tam	@latin	OUT	MORPH=empty
et	@latin	OUT	MORPH=empty
scribere	@latin	OUT	MORPH=empty
græce	@latin	OUT	MORPH=empty
ut	@latin	OUT	MORPH=empty
ipsæ	@latin	OUT	MORPH=empty
Athenæ	@latin	OUT	MORPH=empty
Non	@latin	OUT	MORPH=empty
possint	@latin	OUT	MORPH=empty
magis	@latin	OUT	MORPH=empty
Atticam	@latin	OUT	MORPH=empty
referre	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Tam	@latin	OUT	MORPH=empty
mirus	@latin	OUT	MORPH=empty
artifex	@latin	OUT	MORPH=empty
Latii	@latin	OUT	MORPH=empty
leporis	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Ut	@latin	OUT	MORPH=empty
ipsum	@latin	OUT	MORPH=empty
sibi	@latin	OUT	MORPH=empty
vindicent	@latin	OUT	MORPH=empty
Latini	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Quin	@latin	OUT	MORPH=empty
et	@latin	OUT	MORPH=empty
protulit	@latin	OUT	MORPH=empty
ejus	@latin	OUT	MORPH=empty
officina	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Bonsardum	@latin	OUT	MORPH=empty
que	@latin	CONsub	MORPH=empty
gravem	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Beluneque	@latin	OUT	MORPH=empty
mollem	@latin	OUT	MORPH=empty
Quales	@latin	OUT	MORPH=empty
Gallia	@latin	OUT	MORPH=empty
vidit	@latin	OUT	MORPH=empty
ante	@latin	OUT	MORPH=empty
nullos	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Quantus	@latin	OUT	MORPH=empty
ergo	@latin	OUT	MORPH=empty
sit	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
hinc	@latin	OUT	MORPH=empty
licet	@latin	OUT	MORPH=empty
videre	@latin	OUT	MORPH=empty
Scribant	@latin	OUT	MORPH=empty
carmina	@latin	OUT	MORPH=empty
cæteri	@latin	OUT	MORPH=empty
Poetæ	@latin	OUT	MORPH=empty
,	,	PONfbl	MORPH=empty
Summos	@latin	OUT	MORPH=empty
at	@latin	OUT	MORPH=empty
facit	@latin	OUT	MORPH=empty
hic	@latin	OUT	MORPH=empty
unus	@latin	OUT	MORPH=empty
Poetas	@latin	NOMpro	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
battre	battre	VERinf	MORPH=empty
d’	de	PRE	MORPH=empty
autres	autre	DETind	NOMB.=p|GENRE=f
raisons	raison	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
experience	expérience	NOMcom	NOMB.=s|GENRE=f
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
apprend	apprendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
personne	personne	NOMcom	NOMB.=s|GENRE=f
grasse	gras	ADJqua	NOMB.=s|GENRE=f
n’	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
si	si	ADVgen	MORPH=empty
plaisante	plaire	VERppa	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
gaillarde	gaillard	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
gré	gré	NOMcom	NOMB.=s|GENRE=m
qu’	que	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
autre	autre	PROind	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maigre	maigre	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
chanson	chanson	NOMcom	NOMB.=s|GENRE=f
que	que	PROrel	NOMB.=s|GENRE=f
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
table	table	NOMcom	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
maistresse	maître	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
OEIL	œil	NOMpro	NOMB.=s|GENRE=m
D'	de	PRE	MORPH=empty
AVIS	avis	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
prise	prendre	VERcjg	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
j’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
estime	estimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Iivre	livre	NOMcom	NOMB.=s|GENRE=m
intitulé	intituler	VERppe	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=f
Controverses	controverse	NOMpro	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
sexes	sexe	NOMcom	NOMB.=p|GENRE=m
masculin	masculin	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
féminin	féminin	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Là	là	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
auteur	auteur	NOMcom	NOMB.=s|GENRE=m
deconseille	déconseiller	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
prendre	prendre	VERinf	MORPH=empty
femme	femme	NOMcom	NOMB.=s|GENRE=f
grasse	gras	ADJqua	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
patois	patois	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Pareillement	pareillement	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
prenez	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
femme	femme	NOMcom	NOMB.=s|GENRE=f
grasse	gras	ADJqua	NOMB.=s|GENRE=f
Quelque	quelque	DETind	NOMB.=s|GENRE=m
maintien	maintien	NOMcom	NOMB.=s|GENRE=m
qu	que	PROrel	NOMB.=s|GENRE=m
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
bonne	bon	ADJqua	NOMB.=s|GENRE=f
grace	grâce	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Grand	grand	ADJqua	NOMB.=s|GENRE=f
puanteur	puanteur	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
lict	lit	NOMcom	NOMB.=s|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
donnera	donner	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
espaule	épaule	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
mouton	mouton	NOMcom	NOMB.=s|GENRE=f
sentira	sentir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
faguenas	faguenas	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
puanteurs	puanteur	NOMcom	NOMB.=p|GENRE=f
susdites	susdit	DETcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Donc	donc	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
prenez	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
telles	tel	DETind	NOMB.=p|GENRE=f
femmes	femme	NOMcom	NOMB.=p|GENRE=f
maudites	maudit	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
estes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m
fin	fin	ADJqua	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
conscience	conscience	NOMcom	NOMB.=s|GENRE=f
(	(	PONpga	MORPH=empty
respond	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l’	le	DETdef	NOMB.=s|GENRE=m
Esveillé	éveillé	NOMpro	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
de	de	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
penser	penser	VERinf	MORPH=empty
faire	faire	VERinf	MORPH=empty
peur	peur	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
vers	vers	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
ennemy	ennemi	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
femmes	femme	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
traité	traiter	VERppe	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
doucement	doucement	ADVgen	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
maigres	maigre	NOMcom	NOMB.=p|GENRE=f
?	?	PONfrt	MORPH=empty
Escoutez	écouter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ce	ce	PROdem	NOMB.=s|GENRE=n
qu’	que	PROrel	NOMB.=s|GENRE=n
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en	PROadv	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Touchant	toucher	NOMcom	NOMB.=s|GENRE=n
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
maigres	maigre	NOMcom	NOMB.=p|GENRE=f
n’	ne	ADVneg	MORPH=empty
en	en	PROadv	MORPH=empty
prenez	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
aussi	aussi	ADVgen	MORPH=empty
point	point	ADVneg	MORPH=empty
Car	car	CONcoo	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
notez	noter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
bien	bien	ADVgen	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
poinct	point	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Que	que	PROrel	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
trois	trois	DETcar	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
maigres	maigre	ADJqua	NOMB.=p|GENRE=f
tres	très	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
mauvaises	mauvais	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Fastigieuses	fastigieux	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
toutes	tout	PROind	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
punaises	punaise	NOMcom	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
scavoir	savoir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
femme	femme	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
cheure	chèvre	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
oye	oie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
pis	pis	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
chacun	chacun	PROind	NOMB.=s|GENRE=m
l’	le	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
oye	ouïr	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Disant	dire	VERppa	NOMB.=s|GENRE=x
que	que	CONsub	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
morceau	morceau	NOMcom	NOMB.=s|GENRE=m
si	si	ADVgen	MORPH=empty
mal	mal	ADVgen	MORPH=empty
duisable	duisable	ADJqua	NOMB.=s|GENRE=m
Quil	que_il	CONsub.PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
convient	convenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
manger	manger	VERinf	MORPH=empty
qu’	que	CONsub	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
diable	diable	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ne	ne	ADVneg	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
arrestez	arrêter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
point	point	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
Messieurs	monsieur	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
sur	sur	PRE	MORPH=empty
cest	ce	DETdem	NOMB.=s|GENRE=m
article	article	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
vay	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
-je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
dire	dire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
ferez	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
tout	tout	ADVgen	MORPH=empty
clair	clair	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
attendu	attendre	VERppe	NOMB.=s|GENRE=n
que	que	CONsub	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
maistre	maître	NOMcom	NOMB.=s|GENRE=m
blasonneur	blasonneur	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donné	donner	VERppe	NOMB.=s|GENRE=m
attache	attacher	NOMcom	NOMB.=s|GENRE=f
tant	tant	ADVgen	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
grasses	gras	NOMcom	NOMB.=p|GENRE=f
qu’	que	CONsub	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
maigres	maigre	NOMcom	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
partis	parti	NOMcom	NOMB.=p|GENRE=m
amoureux	amoureux	ADJqua	NOMB.=p|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
esbattu	ébattre	VERppe	NOMB.=s|GENRE=x
à	à	PRE	MORPH=empty
débattre	débattre	VERinf	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
magnifique	magnifique	ADJqua	NOMB.=s|GENRE=f
question	question	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
party	parti	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
grasse	gras	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plustost	plutôt	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
prendre	prendre	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
celuy	celui	PROdem	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
maigre	maigre	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
respondit	répondre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
sʳ	sʳ	NOMcom	NOMB.=s|GENRE=m
Patelin	Patelin	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
content	content	ADJqua	NOMB.=s|GENRE=x
de	de	PRE	MORPH=empty
remettre	remettre	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
autre	autre	ADJind	NOMB.=s|GENRE=f
fois	fois	NOMcom	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
dispute	dispute	NOMcom	NOMB.=s|GENRE=f
touchant	toucher	VERppa	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
precessence	precessence	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
grasses	gras	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
maigres	maigre	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
voudroie	vouloir	VERcjg	MODE=con|PERS.=1|NOMB.=s
sçavoir	savoir	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
quoy	quoi	PROrel	NOMB.=s|GENRE=n
et	et	CONcoo	MORPH=empty
comment	comment	ADVsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
concluez	conclure	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
pensez	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
enerver	énerver	VERinf	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
argument	argument	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
gras	gras	ADJqua	NOMB.=p|GENRE=m
dormeurs	dormeur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
parce	parce	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
pourceaux	pourceau	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
point	point	ADVneg	MORPH=empty
rotisseur	rôtisseur	NOMcom	NOMB.=s|GENRE=m
ny	ni	CONcoo	MORPH=empty
marchand	marchand	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
lard	lard	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
graisser	graisser	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
porcherie	porcherie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
façon	façon	NOMcom	NOMB.=s|GENRE=f
que	que	PROrel	NOMB.=s|GENRE=f
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
criez	crier	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
:	:	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
changez	changer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
b	b	NOMcom	NOMB.=s|GENRE=m
mol	mou	ADJqua	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
b	b	NOMcom	NOMB.=s|GENRE=m
carre	carré	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
prenez	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
pas	pas	ADVneg	MORPH=empty
advis	avis	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
battre	battre	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
propre	propre	ADJqua	NOMB.=s|GENRE=m
argument	argument	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
fait	fait	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
examine	examiner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
trouvera	trouver	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pour	pour	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
maintenant	maintenant	ADVgen	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
n’	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
question	question	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
prerogative	prérogative	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
escheüe	échoir	VERcjg	NOMB.=s|GENRE=f
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
